t,g,z_hat,Ω,E,v_1,L_tilde,entry_residual,λ_ii,S,z_bar,c,π_min,log_M,U,π_rat,L_tilde_a,L_tilde_x,L_tilde_E,w,r
-20.0,0.00783773126096141,1.9891644158441404,0.6860057356359525,0.02,6.866740611067084,0.24232414739179925,7.522871214860061e-13,0.8947634811595854,0.16522738407109147,1.15065329010441,0.8718222126362902,0.2579787744475486,-0.15675462521922817,12.262333771236193,1.8581401469250998,0.11334693315689316,0.020814689897185476,0.10816252433772061,0.7873158654606227,0.04813773126096141
-15.0,0.00783773126096141,1.9891644158441404,0.6860057356359525,0.02,6.866740611067084,0.24232414739179925,7.522871214860061e-13,0.8947634811595854,0.16522738407109147,1.15065329010441,0.8718222126362902,0.2579787744475486,-0.11756596891442114,12.262333771236193,1.8581401469250998,0.11334693315689316,0.020814689897185476,0.10816252433772061,0.7873158654606227,0.04813773126096141
-10.0,0.00783773126096141,1.9891644158441404,0.6860057356359525,0.02,6.866740611067084,0.24232414739179925,7.522871214860061e-13,0.8947634811595854,0.16522738407109147,1.15065329010441,0.8718222126362902,0.2579787744475486,-0.07837731260961409,12.262333771236193,1.8581401469250998,0.11334693315689316,0.020814689897185476,0.10816252433772061,0.7873158654606227,0.04813773126096141
-5.0,0.00783773126096141,1.9891644158441404,0.6860057356359525,0.02,6.866740611067084,0.24232414739179925,7.522871214860061e-13,0.8947634811595854,0.16522738407109147,1.15065329010441,0.8718222126362902,0.2579787744475486,-0.03918865630480704,12.262333771236193,1.8581401469250998,0.11334693315689316,0.020814689897185476,0.10816252433772061,0.7873158654606227,0.04813773126096141
-1.0,0.00783773126096141,1.9891644158441404,0.6860057356359525,0.02,6.866740611067084,0.24232414739179925,7.522871214860061e-13,0.8947634811595854,0.16522738407109147,1.15065329010441,0.8718222126362902,0.2579787744475486,-0.00783773126096141,12.262333771236193,1.8581401469250998,0.11334693315689316,0.020814689897185476,0.10816252433772061,0.7873158654606227,0.04813773126096141
0.0,0.008898874858585882,1.8759061014944496,0.6860057356359525,0.015872786754412227,6.8667406110674145,0.2307068152294623,0.0,0.8611404008685962,0.17052142947963994,1.171172913189282,0.9009753403043713,0.2520914569651642,0.0,17.316230494839843,1.8916460828118384,0.11697867867187459,0.027886102376009636,0.08584203418157808,0.8013560850010595,0.047442941596733526
0.25,0.008907375759832484,1.8757506922199412,0.6856932121658764,0.015919392860855863,6.8667406110674145,0.23089425329544075,0.0,0.8611124405079996,0.17056384047595927,1.1709442008725652,0.9005799139614676,0.2521367176567267,0.00222578158817049,17.430245693891816,1.8916750346012068,0.11695446765530863,0.02788492161469207,0.08605486402544003,0.801199592305018,0.0474615366824503
0.5,0.00891586409494282,1.8755955519348255,0.6853821857994329,0.015965724640504202,6.8667406110674145,0.23108039000641867,0.0,0.8610845215216698,0.1706061887798247,1.170716575734001,0.900186932826409,0.25218191168855353,0.0044536868344012305,17.544392635719095,1.8917039454252658,0.11693044257682693,0.02788377702260243,0.08626617040698932,0.801043843493008,0.04748010917224004
0.75,0.008924339810561384,1.8754406813572422,0.6850726540015003,0.016011782014217414,6.8667406110674145,0.23126522781908712,0.0,0.8610566440734052,0.17064847412504572,1.1704900365574495,0.8997963915930194,0.25222703879851927,0.0066837125840642116,17.658670677374033,1.8917328151062294,0.11690660307015142,0.027882668511721994,0.08647595623721369,0.8008888377329052,0.04749864390164059
1.0,0.008932803048583533,1.8752860780073992,0.6847646090259611,0.01605756514518512,6.8667406110674145,0.23144876961797384,0.0,0.86102880775123,0.17069069721953822,1.1702645783729884,0.8994082815810632,0.25227210033638797,0.008915855697088984,17.773079453006527,1.8917616440626035,0.11688294854590581,0.027881596018766563,0.08668422505330145,0.800734571624121,0.04751715290184101
1.25,0.008941253956832313,1.8751317386147297,0.6844580475007578,0.016103073918329637,6.8667406110674145,0.23163101830980937,0.0,0.8610010120002465,0.17073285880079142,1.1700401997414476,0.8990225968119233,0.2523170959959972,0.0111501130855795,17.88761846176331,1.891790432861048,0.11685947917901227,0.027880559716677737,0.08689097941411934,0.8005810441819264,0.04753563464934534
1.5,0.008949692414938433,1.8749776655215444,0.6841529651297026,0.01614830841908465,6.8667406110674145,0.23181197621256694,0.0,0.8609732572761556,0.17077495826828282,1.1698168978547536,0.8986393309561885,0.25236202630329485,0.01338648163358459,18.002287127213847,1.8918191810215765,0.11683619406914691,0.027879559324060308,0.08709622281935973,0.800428253484943,0.047554080318769794
1.75,0.008958118750508967,1.8748238523799334,0.6838493547020164,0.016193268664829424,6.8667406110674145,0.2319916464345029,0.0,0.8609455424689954,0.17081699725644423,1.169594668579613,0.8982584757548119,0.2524068921442694,0.015624958286543963,18.117085872666813,1.8918478896859514,0.11681309334595548,0.0278785950849584,0.08729995800358903,0.8002761967050313,0.047572504292784944
2.0,0.00896653284416163,1.874670301180124,0.6835472140775356,0.016237954626286043,6.8667406110674145,0.2321700313780109,0.0,0.8609178679705909,0.17085897516967738,1.1693735108353023,0.8978800261320554,0.2524516932095152,0.017865539987687744,18.232011621872648,1.8918765584404498,0.1167901764773758,0.02787766683110204,0.08750218806953311,0.800124873102724,0.04759089411108405
2.25,0.008974934886982852,1.8745170083893035,0.6832465363184931,0.016282366360156512,6.8667406110674145,0.23234713372291235,0.0,0.8608902331772962,0.17090089296131245,1.1691534203718064,0.8975039742660779,0.2524964305803422,0.020108223701420822,18.347066416478565,1.891905187902589,0.11676744316955426,0.02787677460796485,0.08770291594539326,0.7999742797700171,0.047609255560562544
2.5,0.008983324948290586,1.8743639723440748,0.6829473168976141,0.016326503883387068,6.8667406110674145,0.23252295616945934,0.0,0.860862637821926,0.17094275097717673,1.1689343946235187,0.8971303136175008,0.25254110454362666,0.02235300643497283,18.462248901867262,1.891933778341453,0.11674489312295985,0.027875918420180227,0.08790214462631925,0.799824414951436,0.04762759242987559
2.75,0.008991703011434336,1.8742111933887502,0.6826495527444105,0.016370367185174626,6.8667406110674145,0.23269750129590494,0.0,0.8608350819991208,0.17098454913420089,1.1687164319424266,0.8967590385059584,0.2525857149963547,0.024599885171941355,18.577558632179862,1.891962329651296,0.11672252599266691,0.027875098182504447,0.08809987712073358,0.7996752775193546,0.04764589386555287
3.0,0.009000069323635682,1.8740586667501027,0.6823532361506572,0.01641395632293736,6.8667406110674145,0.23287077171848256,0.0,0.8608075648801825,0.1710262886657734,1.168499527588455,0.8963901408462492,0.2526302632707052,0.026848856962241065,18.692995011226724,1.8919908426831453,0.11670034153792695,0.027874313999667343,0.08829611618088824,0.7995268642304536,0.04766417222920256
3.25,0.009008423832381724,1.8739063930881694,0.6820583645924002,0.016457271285688472,6.8667406110674145,0.2330427700000713,0.0,0.8607800866160931,0.17106796930990742,1.168283680296592,0.8960236152943964,0.2526747490890231,0.02909991885574661,18.80855771571279,1.8920193172730222,0.11667833938165836,0.027873565784518443,0.08849086483389444,0.7993791742191686,0.047682420758534586
3.5,0.009016766641725151,1.8737543705638215,0.6817649326815821,0.01650031211017214,6.8667406110674145,0.23321349867535265,0.0,0.8607526469067656,0.17110959158572178,1.168068886814868,0.8956594550269482,0.2527191731133416,0.031353067901931965,18.92424606769734,1.8920477537243865,0.11665651918861263,0.027872853517996683,0.08868412596874337,0.7992322052603927,0.04770063754332657
3.75,0.009025097939218964,1.8736025954053888,0.6814729343712441,0.016543078832932757,6.8667406110674145,0.2333829604508075,0.0,0.8607252451028006,0.1711511564289184,1.1678551435816715,0.8952976527948782,0.25276353609449087,0.03360830120604769,19.040059560873456,1.8920761527028225,0.11663488079264685,0.027872177297084934,0.08887590236107575,0.7990859549171505,0.04771883394554033
4.0,0.009033417679965442,1.8734510682311305,0.6811823674599871,0.01658557136782962,6.8667406110674145,0.2335511575466404,0.0,0.860697881346951,0.1711926636155026,1.167642449573629,0.8949382038751132,0.2528078377531957,0.03586561593642381,19.155997877080658,1.8921045140530368,0.11661342389338925,0.027871537049839853,0.08906619660341134,0.7989404224892156,0.047736994738520035
4.25,0.009041726001060043,1.8732997865508092,0.680893224432473,0.016627789882699823,6.8667406110674145,0.23371809254970558,0.0,0.860670555220485,0.17123411382944356,1.1674307999096127,0.894581100170961,0.25285207949862626,0.03812500909805478,19.272060328972014,1.8921328382017184,0.11659214789816695,0.027870932717272166,0.08925501193426648,0.7987956046367551,0.04775513110209831
4.5,0.009050023075861289,1.8731487467908907,0.6806055019138789,0.01666973426688157,6.8667406110674145,0.23388376814584047,0.0,0.8606432661084447,0.17127550793562696,1.167220193099423,0.8942263360814144,0.25289626111653796,0.040386477959746266,19.38824644234035,1.892161125779087,0.11657105304408194,0.027870364489799827,0.08944235061195868,0.7986515003401243,0.04777324299622316
4.75,0.009058308780704656,1.8729979512476698,0.6803191960698391,0.016711404592234944,6.8667406110674145,0.234048186373639,0.0,0.8606160144561259,0.17131684531709054,1.1670106266198605,0.8938739059807181,0.25294038309054145,0.04265001967570138,19.504555815775838,1.8921893763163806,0.11655013847934402,0.02786983210300378,0.08962821579129115,0.798508107872865,0.04779132026253044
5.0,0.009066583449987266,1.8728473935327024,0.6800342996841203,0.016752800890572735,6.8667406110674145,0.23421135006618574,0.0,0.8605887991391216,0.17135812764214145,1.1668020962463852,0.8935238020244637,0.25298444644109186,0.044915631449727114,19.620987753376614,1.8922175909721242,0.11652940432630576,0.027869335798224263,0.0898126099416557,0.7983654243444037,0.047809377717446734
5.25,0.009074846991118383,1.8726970751687615,0.679750810776701,0.01679392312050143,6.8667406110674145,0.23437326140224646,0.0,0.8605616204624447,0.1713993544488446,1.1665946009985666,0.8931760196282802,0.25302845088088677,0.04718331047544657,19.737542058771982,1.8922457694230959,0.11650885015320527,0.027868875443655176,0.08999553580538604,0.7982234490838972,0.047827403717781325
5.5,0.009083099577034525,1.8725469929096277,0.6794687228357712,0.016834771339055213,6.8667406110674145,0.23453392275679055,0.0,0.8605344778687593,0.17144052659998024,1.1663881368410458,0.8928305516507311,0.2530723974929287,0.049453054036582796,19.854217835359524,1.8922739122401588,0.11648847565118063,0.02786845107545338,0.09017699603015654,0.7980821793302164,0.04784540259185839
5.75,0.009091341309299584,1.8723971446187222,0.6791880312301378,0.01687534556387579,6.8667406110674145,0.23469333658941569,0.0,0.8605073710008785,0.17148164460225063,1.1661827010954928,0.8924873919025343,0.25311628669479236,0.05172485939781301,19.971014841166074,1.892302019786785,0.1164682805895088,0.027868062724078952,0.09035699327582794,0.7979416132507574,0.04786337945685606
6.0,0.009099572164320257,1.872247530685568,0.6789087332807254,0.016915645778323524,6.8667406110674145,0.23485150521367654,0.0,0.8604802999583346,0.17152270833794875,1.1659782923387265,0.8921465353365043,0.2531601183617057,0.0539987238126447,20.087931048759543,1.8923300919529238,0.1164482646465961,0.02786771031217433,0.09053553025490609,0.7978017498717316,0.04788132276294813
6.25,0.009107792404283999,1.872098146110527,0.6786308213885099,0.0169556720388041,6.8667406110674145,0.2350084309755623,0.0,0.8604532638652309,0.17156371911512788,1.1657749058522995,0.8918079743572668,0.2532038939081757,0.056274644645028835,20.204970308065736,1.892358129640104,0.11642842762356684,0.027867393960289314,0.0907126093917061,0.7976625859646177,0.04789924477017754
