t,g,z_hat,Ω,E,v_1,L_tilde,entry_residual,λ_ii,S,z_bar,c,π_min,log_M,U,π_rat,L_tilde_a,L_tilde_x,L_tilde_E,w,r
-20.0,0.007920170474471236,1.988197541033372,0.6852422606330657,0.02,6.866777653407659,0.24226457898689088,2.0836665726164938e-12,0.8946331656513326,0.16546017207524213,1.150144099592096,0.8715049235301601,0.2582428779184089,-0.15840340948942472,12.385290141364411,1.858289167252437,0.11338030235757497,0.020841617932336284,0.10804265869697961,0.7869702279553773,0.04825821514298824
-15.0,0.007920170474471236,1.988197541033372,0.6852422606330657,0.02,6.866777653407659,0.24226457898689088,2.0836665726164938e-12,0.8946331656513326,0.16546017207524213,1.150144099592096,0.8715049235301601,0.2582428779184089,-0.11880255711706854,12.385290141364411,1.858289167252437,0.11338030235757497,0.020841617932336284,0.10804265869697961,0.7869702279553773,0.04825821514298824
-10.0,0.007920170474471236,1.988197541033372,0.6852422606330657,0.02,6.866777653407659,0.24226457898689088,2.0836665726164938e-12,0.8946331656513326,0.16546017207524213,1.150144099592096,0.8715049235301601,0.2582428779184089,-0.07920170474471236,12.385290141364411,1.858289167252437,0.11338030235757497,0.020841617932336284,0.10804265869697961,0.7869702279553773,0.04825821514298824
-5.0,0.007920170474471236,1.988197541033372,0.6852422606330657,0.02,6.866777653407659,0.24226457898689088,2.0836665726164938e-12,0.8946331656513326,0.16546017207524213,1.150144099592096,0.8715049235301601,0.2582428779184089,-0.03960085237235618,12.385290141364411,1.858289167252437,0.11338030235757497,0.020841617932336284,0.10804265869697961,0.7869702279553773,0.04825821514298824
-1.0,0.007920170474471236,1.988197541033372,0.6852422606330657,0.02,6.866777653407659,0.24226457898689088,2.0836665726164938e-12,0.8946331656513326,0.16546017207524213,1.150144099592096,0.8715049235301601,0.2582428779184089,-0.007920170474471236,12.385290141364411,1.858289167252437,0.11338030235757497,0.020841617932336284,0.10804265869697961,0.7869702279553773,0.04825821514298824
0.0,0.009039883615144899,1.8740088559297199,0.6852422606330657,0.015613394341006486,6.866777653394278,0.2295493178036918,0.0,0.8608020060431174,0.17104639471926986,1.1707880664234467,0.9020344644832411,0.25264684777439694,0.0,17.4651284859099,1.8920215675064682,0.11720821819056815,0.027995467818787836,0.08434563179433585,0.8010955773693621,0.04775590481694426
0.25,0.00904654044703258,1.8738875442953964,0.6849689882428206,0.01565772391336305,6.866777653394278,0.22972894080352452,0.0,0.8607801145781054,0.17107960549770737,1.1705863119270503,0.9016687583689448,0.25268229084003524,0.002260802991580637,17.57976528060646,1.892044253507927,0.1171842242867455,0.02799334274547591,0.08455137377130308,0.8009575296394503,0.04777003975925745
0.5,0.009053198099623115,1.8737662417134475,0.6846966982500774,0.015701841168637414,6.866777653394278,0.2299075368884744,0.0,0.8607582204436682,0.17111282037061215,1.1703852832056898,0.9013048855333501,0.2527177388124837,0.0045232702929117845,17.694521072215895,1.8920669434298427,0.11716038313601672,0.027991253450472788,0.08475590030198488,0.8008199785110911,0.04778417547563907
0.75,0.009059856670100532,1.8736449465546783,0.6844253893710197,0.015745745769037058,6.866777653394278,0.23008510678079033,0.0,0.8607363233456771,0.17114603982283313,1.170184979925231,0.9009428438658573,0.2527531916704053,0.006787402117041859,17.809395392739855,1.8920896375775684,0.1171366949450506,0.027989200039027676,0.08495921179671202,0.8006829237556576,0.04779830886855045
1.0,0.009066516235629348,1.8735236572290406,0.684155058670394,0.01578943744807619,6.866777653394278,0.2302616509507816,0.0,0.860714422996841,0.1711792642393422,1.1699854004417476,0.9005826305477195,0.25278865008768725,0.009053198710946122,17.924388082013103,1.8921123362494323,0.11711315956882204,0.027987182545867736,0.08516130883609185,0.8005463642483159,0.047812443144839
1.25,0.009073176806328086,1.8734023736126937,0.6838857046008084,0.015832915917896415,6.866777653394278,0.2304371698706066,0.0,0.8606925193744637,0.17121249367062055,1.1697865440375235,0.9002242434767989,0.2528241143039716,0.011320660319411306,18.03949886648325,1.892135039469562,0.11708977687039379,0.02798520095310799,0.08536219204710485,0.8004102994979789,0.04782657740052851
1.5,0.009079838488974831,1.873281093860084,0.683617325441021,0.015876180856849578,6.866777653394278,0.2306116642198328,0.0,0.8606706121448017,0.17124572864938142,1.169588410050364,0.8998676803564213,0.2528595844643203,0.01358978720626998,18.15472743385324,1.8921577475845173,0.11706654701248896,0.02798325536400212,0.08556186184334172,0.8002747290515488,0.04784071095870888
1.75,0.009086501336678873,1.8731598168918602,0.6833499186887717,0.015919231979557812,6.866777653394278,0.23078513435927211,0.0,0.860648701112292,0.1712789694405859,1.1693909971121337,0.8995129387250866,0.25289506114887444,0.015860579660924235,18.27007350339323,1.892180460797685,0.11704346984032099,0.027981345792653635,0.08576031872629748,0.8001396519728979,0.047854846327085324
2.0,0.00909316537480365,1.8730385422869658,0.6830834831971683,0.015962068977067395,6.866777653394278,0.23095758082590814,0.0,0.8606267862001871,0.1713122161707715,1.1691943048478017,0.8991600166847241,0.2529305444143193,0.018133037974140058,18.385536739183074,1.8922031791893197,0.11702054533615686,0.02797947225951599,0.0859575632302353,0.8000050680054166,0.04786898010936637
2.25,0.009099830712623437,1.8729172681057629,0.6828180162410535,0.016004691556937824,6.866777653394278,0.23112900410132747,0.0,0.8606048670571838,0.17134546938510514,1.1689983318054984,0.8988089115791804,0.2529660348398693,0.020407162456150468,18.50111694701836,1.892225903124335,0.11699777349742967,0.027977634833513725,0.0861535957703841,0.7998709761556829,0.04788311428578114
2.5,0.009106497410628665,1.8727959931635068,0.6825535158842666,0.0160470994181927,6.866777653394278,0.23129940465411153,0.0,0.8605829434681824,0.17137872938537205,1.1688030770682838,0.8984596211844962,0.2530015327581121,0.022682953444288112,18.61681375768302,1.8922486328265034,0.11697515428976396,0.027975833559534098,0.08634841680481345,0.7997373757962934,0.04789725003811034
2.75,0.009113165508686098,1.8726747168366646,0.6822899806525775,0.016089292249077482,6.866777653394278,0.23146878292904277,0.0,0.8605610153193991,0.1714119963704667,1.1686085400182507,0.8981121435397407,0.2530370383688653,0.02496041127678654,18.732626922277582,1.8922713684145955,0.11695268768722542,0.027974068459505046,0.08654202678231232,0.7996042665044538,0.04791138381110309
3.0,0.009119835133672932,1.8725534367404937,0.6820274074996561,0.016131269759118664,6.866777653394278,0.23163713936911112,0.0,0.8605390821784195,0.17144527097337633,1.1684147189920213,0.8977664758879457,0.25307255236275933,0.02723953632762451,18.848556071528314,1.892294110337793,0.1169303736900479,0.02797233962208355,0.08673442605697966,0.7994716471420206,0.04792551975084843
3.25,0.009126506301986241,1.8724321526323966,0.6817657951380941,0.016173031644003914,6.866777653394278,0.23180447439295843,0.0,0.8605171440000051,0.17147855327590564,1.1682216134711163,0.8974226163859504,0.25310807490106707,0.029520328972065274,18.964601064172996,1.892316858643887,0.11690821222327784,0.027970647048314347,0.08692561512136626,0.7993395173542314,0.04793965599167505
3.5,0.009133179139006803,1.8723108622231,0.6815051414133015,0.016214577569284072,6.866777653394278,0.2319707884759829,0.0,0.860495200368565,0.17151184390357635,1.1680292224810975,0.897080562779168,0.25314360633997357,0.03180278961518864,19.080761527986446,1.8923396137647353,0.1168862034335629,0.027968990856146816,0.08711559418627318,0.7992078764743404,0.04795379268654306
3.75,0.00913985366906142,1.8721895650501115,0.6812454439669589,0.016255907257430993,6.866777653394278,0.23213608183942402,0.0,0.8604732511987776,0.1715451429777543,1.1678375446767086,0.8967403128304842,0.2531791472933853,0.034086918681602046,19.197037107837247,1.892362375789776,0.11686434708825566,0.02796737101894287,0.08730436373222548,0.7990767235818748,0.04796793174661633
4.0,0.009146529969536087,1.8720682597822724,0.680986701608888,0.016297020369654094,6.866777653394278,0.2323003550080432,0.0,0.8604512962480201,0.17157845088451648,1.16764657973272,0.8964018647368818,0.2532146977958158,0.03637271660656809,19.31342753528324,1.8923851449716038,0.11684264333500946,0.027965787622683144,0.08749192405035056,0.7989460584543002,0.04798206926323803
4.25,0.00915320816292744,1.8719469441152514,0.6807289111807083,0.01633791661610941,6.866777653394278,0.2324636083137836,0.0,0.8604293350972938,0.17161176823499563,1.167456325874553,0.8960652158130019,0.25325025862599954,0.038660183827314704,19.429932251858002,1.892407921745797,0.11682109213640464,0.02796424074499608,0.08767827543238285,0.7988158798773861,0.047996208979731926
4.5,0.00915988828290673,1.8718256174672445,0.6804720710582256,0.016378595685715862,6.866777653394278,0.23262584205659528,0.0,0.8604073676391836,0.17164509519717694,1.1672667823435938,0.8957303641962228,0.2532858300957563,0.040949320830861044,19.546551846218847,1.892430706224842,0.11679969341580929,0.02796273039804849,0.08786341824273748,0.7986861873320613,0.048010351282513006
4.75,0.009166570399120168,1.8717042786199727,0.6802161799208284,0.016419057242742396,6.866777653394278,0.2327870566679446,0.0,0.8603853936509159,0.17167843211852366,1.1670779486915226,0.8953973081135606,0.25332141232720246,0.04324012813793569,19.6632850357901,1.892453498640907,0.11677844727045941,0.027961256653872515,0.08804735274361265,0.7985569805115691,0.04802449570608287
5.0,0.00917325455346305,1.871582926774298,0.679961235946482,0.016459300972098127,6.866777653394278,0.23294725238353275,0.0,0.8603634129854701,0.17171177920805047,1.1668898240233765,0.8950660456828269,0.2533570057166812,0.04553260620913325,19.78013193463163,1.8924762991476272,0.11675735361687542,0.027959819532611743,0.08823007923404559,0.7984282588035436,0.04803864369516402
5.25,0.009179940771648193,1.8714615614920476,0.6797072380919273,0.016499326545248622,6.866777653394278,0.23310642954232988,0.0,0.8603414255611124,0.171745136594038,1.1667024080177937,0.8947365753463273,0.25339261035623,0.047826755573975185,19.897092105066,1.8924991078309423,0.11673641245005438,0.027958419059481193,0.08841159803279433,0.7983000219880974,0.04805279316467056
5.5,0.009186629131725832,1.871340181392906,0.6794541843429337,0.01653913364443101,6.866777653394278,0.23326458844661474,0.0,0.8603194311253091,0.17177850466587705,1.1665156996891097,0.8944088950846147,0.2534282266621402,0.05012257676178846,20.014165316262137,1.892521924954003,0.11671562377540232,0.027957055289946752,0.08859190938126565,0.7981722693908031,0.04806694515060655
5.75,0.009193319687250283,1.8712187854639395,0.6792020730846685,0.016578721947040454,6.866777653394278,0.23342172938919445,0.0,0.8602974294919198,0.17181188369074882,1.1663296983240434,0.8940830031032677,0.25346385492535023,0.05242007034315697,20.131351286002367,1.8925447507111328,0.11669498758333854,0.027955728268466266,0.08877101353738964,0.7980450005236079,0.04808110026756874
6.0,0.009200012483069188,1.8710973729647133,0.678950902919211,0.01661809112370972,6.866777653394278,0.23357785264182726,0.0,0.8602754205240594,0.1718452738923972,1.1661444033481396,0.8937588977437962,0.2534994953779975,0.05471923683186454,20.248649679204135,1.8925675852455897,0.1166745038716422,0.027954438028073455,0.08894891074211163,0.797918214993449,0.04809525402958034
6.25,0.00920670767673473,1.870975940986178,0.6787006704783658,0.016657240871516644,6.866777653394278,0.2337329584732384,0.0,0.8602534036915063,0.1718786760568463,1.1659598128688162,0.8934365763460844,0.2535351488738741,0.05702007677716193,20.36606020012342,1.8925904291087843,0.11665417268071543,0.02795318468226353,0.08912560111025947,0.797791911505353,0.04810941135179429
6.5,0.009213405298662759,1.8708544890171024,0.6784513744440891,0.01669617086623934,6.866777653394278,0.23388704712312983,0.0,0.8602313788984989,0.17191209033584007,1.1657759263439114,0.8931160373241027,0.2535708156401812,0.05932259082614647,20.483582459040065,1.892613282401426,0.1166339939719071,0.02795196825014231,0.08930108490108044,0.7976660896883532,0.04812357000507672
6.75,0.009220105498402856,1.870733014338716,0.6782030124552793,0.016734880755412337,6.866777653394278,0.2340401188788031,0.0,0.860209345648755,0.17194551747547793,1.165592742652391,0.8927972785977554,0.2536064961608323,0.0616267796078212,20.601216163181185,1.8926361456398637,0.116613967930051,0.02795078887235184,0.08947536207640029,0.7975407487753975,0.04813772924313632
7.0,0.00922680832417562,1.8706115160575738,0.6779555816116634,0.016773370265835166,6.866777653394278,0.2341921737752631,0.0,0.86018730377678,0.17197895771633132,1.165410260035817,0.8924802978980343,0.2536421913037629,0.06393264382395095,20.718960946354912,1.8926590189972778,0.11659409430354306,0.027949646531174304,0.08964843294054571,0.7974158875632988,0.048151892653879286
7.25,0.009233513884247029,1.8704899922576077,0.6777090808284113,0.016811639020045288,6.866777653394278,0.23434321218571316,0.0,0.8601652529313739,0.17201241159853659,1.165228478289222,0.8921650937566551,0.25367790109231797,0.066240184051856,20.836816687412938,1.8926819028396107,0.11657437335552258,0.02794854135988374,0.08982029747030686,0.7972915059118112,0.04816605685616133
