t,g,λ_ii,c,L_tilde,Ω,π_rat,L_tilde_a,L_tilde_x,L_tilde_E,r
-1.0,0.0067417379286226755,0.8956061037785193,1.0332687191708374,0.2305761123105566,0.961287221026461,1.8110075391436142,0.09512106040240126,0.020913834373968394,0.11454121753418693,0.04824173792862267
