t,g,z_hat,Ω,E,v_0,L_tilde,entry_residual,λ_ii,S,z_bar,c,π_min,log_M,U
0.0,0.017336836920170764,1.7057510653071644,1.4346818769179375,0.007239235071662814,2.9631909784073853,0.24925667580292407,-0.013009021592615078,0.7727521364046178,0.12321781658868845,2.2537235656334977,1.6919679214849788,0.16655621293688916,0.0,89.51059428591745
4.577082977674429,0.017998576389093662,1.6975132077980148,1.41703941587102,0.007353972997990963,2.9714937775019994,0.250267463007241,-0.0047062224980010114,0.771771117326265,0.12530375174262726,2.241246639670364,1.680335529186558,0.167257927735929,0.08086655938346235,94.28574206167593
10.54002591201154,0.01859356438483635,1.688996861263302,1.3968082864375333,0.007843847391115499,2.976074966537096,0.25252748943127745,-0.00012503346290460016,0.7707487612809095,0.12717927290280734,2.226665245596808,1.6643710613223672,0.1678457307506902,0.1899649824182587,100.49120884343557
16.50296884634865,0.019077661846982313,1.6824224352544133,1.3808745747349689,0.008273975674971209,2.9782637440006825,0.25449867807336873,0.0020637440006820995,0.7699537816579674,0.12870524492298385,2.2150714287530078,1.6513386782972792,0.16827929615486875,0.30228066615661997,106.62986015386966
26.99999999999999,0.019504025020623126,1.6754433869003826,1.361571714725483,0.009157968672929319,2.976807639843526,0.2579644971609444,0.0006076398435257424,0.7691043427144602,0.13004922691893442,2.200749315827072,1.6330341251924492,0.16858701204689194,0.5047772345735944,117.0882844047782
46.19999999999999,0.019771311962919792,1.6714763454511423,1.3500071989275417,0.009746638659209819,2.9772817220071532,0.2603037005789225,0.001081722007152841,0.76861894290388,0.13089176881844194,2.192075192826693,1.6214699081866495,0.16872055799948066,0.881820480331506,133.85354530683097
55.79999999999999,0.019817234450654673,1.6706308100160674,1.3475610050517368,0.009880960432210054,2.9769635212972356,0.260796661999328,0.0007635212972352257,0.7685152435121976,0.13103652568427987,2.1902360422898757,1.619029793470057,0.16874969723076977,1.0718454717629975,140.2788214372607
65.39999999999999,0.019887169707227922,1.6699251047390173,1.3460735116244698,0.009891788677403151,2.9773555117238417,0.26090511334121846,0.0011555117238413182,0.7684286283065254,0.13125697560005004,2.1891502391977298,1.6179897479188905,0.16880862569981533,1.2624266498604149,144.6865225948865
70.19999999999999,0.01988430868013333,1.6698806620207463,1.3455777898331043,0.00995406767215888,2.976621741649859,0.26113272781753977,0.0004217416498586424,0.7684231716169284,0.13124795707044248,2.1887548715148784,1.6171993413922696,0.16878712225802525,1.3578781935197273,145.9142294656379
72.6,0.019879937066711855,1.6699010775934857,1.3454665857118253,0.00997703383607944,2.9763627843602904,0.26121426632436484,0.00016278436029004695,0.768425678275947,0.13123417687061528,2.1886608559703267,1.6169514162451815,0.16877574514579144,1.4055952856133538,146.23864383223017
73.8,0.019874923436179463,1.6699194480952773,1.3454387822162703,0.00998851691803972,2.9762559836972695,0.26124795238202664,5.598369726911301e-5,0.7684279337952519,0.1312183729044511,2.18863502988994,1.6168586098196176,0.16877004103674678,1.4294481940226773,146.32204953079415
74.39999999999999,0.0198709777475696,1.6699277555983247,1.3454318298315193,0.00999425845901986,2.9762180183805125,0.2612600937426047,1.8018380512074827e-5,0.7684289537723574,0.1312059353048151,2.188627922592013,1.6168267863679413,0.16876781535860572,1.4413719725757435,146.34319825693228
74.69999999999999,0.019868400592293386,1.6699315253576783,1.345430091740945,0.00999712922950993,2.9762054027881955,0.2612639616328823,5.402788195052466e-6,0.7684294166124801,0.1311978115959534,2.188625849780113,1.6168167897344272,0.16876709156143274,1.447332883972393,146.3485235108646
74.85,0.019866694095262358,1.669930812477139,1.3454296572186522,0.009998564614754965,2.976201722676632,0.26126436084086085,1.7226766315658892e-6,0.7684293290872042,0.13119243237601222,2.1886256210028927,1.6168157470116395,0.1687670180020621,1.4503130050243307,146.34985964226357
74.925,0.019865864576920442,1.6699310389754747,1.345429548588101,0.009999282307377483,2.9762005848729425,0.26126464777765984,5.848729420776522e-7,0.7684293568959785,0.13118981756829481,2.1886254930454134,1.6168150244876962,0.16876696231715957,1.451802983117577,146.350194260673
75.0,0.019865102923176343,1.669929660077457,1.3454267592880436,0.01,2.9762000000713806,0.26126479672506736,7.138023505603996e-11,0.7684291875989945,0.13118741668336265,2.188623465445204,1.61681320063795,0.16876708463981058,1.4532928972786252,146.350305915444
