theta,kappa,chi,mu,upsilon,zeta,delta,N,gamma,eta,Theta,d_0,d_T,rho,sigma
4.98897658793826,0.130245405991629,0.126846612050694,-0.0310646242175711,0.0483011406016648,1.25,0.02,10,1,0,1,3.0224928254626,2.82024354291634,0.0203380446685169,3.16692413583811
