theta,kappa,chi,mu,upsilon,zeta,delta,N,gamma,eta,Theta,d_0,d_T,rho,sigma
4.98897658793826,0.104196324793307,0.115315101864267,-0.0372151076053716,0.0578642810021954,1,0.02,10,1,0,1,3.0224928254626,2.82024354291634,0.0203380446685169,3.16692413583811
