theta,kappa,chi,mu,upsilon,zeta,delta,N,gamma,eta,Theta,d_0,d_T,rho,sigma
4.98889649763748,0.036965553325904,0.30407068524252,0.0001,0.0001,1,0.02,10,1,0,1,3.0227667460839,2.82049007147551,0.0203380446685169,3.16692413583811
